airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price,delai_reservation,duree_vol,prix_par_heure,est_direct
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,6,11205,Dernière minute,Long ( 8-20h ),981.1733800350263,0
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,6,11205,Dernière minute,Long ( 8-20h ),940.01677852349,0
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,6,11205,Dernière minute,Long ( 8-20h ),896.4,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,6,11205,Dernière minute,Long ( 8-20h ),867.2600619195047,0
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,6,11205,Dernière minute,Long ( 8-20h ),850.7972665148064,0
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.0,6,11205,Dernière minute,Long ( 8-20h ),800.3571428571429,0
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,6,11205,Dernière minute,Long ( 8-20h ),755.5630478759272,0
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,6,11205,Dernière minute,Long ( 8-20h ),751.005361930295,0
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,6,11205,Dernière minute,Long ( 8-20h ),707.8332280480101,0
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.92,6,11205,Dernière minute,Long ( 8-20h ),703.8316582914573,0
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,19.83,6,11205,Dernière minute,Long ( 8-20h ),565.052950075643,0
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,6,11205,Dernière minute,Très long ( > 20h ),525.3164556962025,0
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,6,11205,Dernière minute,Très long ( > 20h ),505.41271989174555,0
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.17,6,11205,Dernière minute,Très long ( > 20h ),483.599482088908,0
Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Economy,15.42,6,11383,Dernière minute,Long ( 8-20h ),738.1971465629053,0
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,6,11383,Dernière minute,Long ( 8-20h ),672.7541371158392,0
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,6,11383,Dernière minute,Long ( 8-20h ),641.2957746478874,0
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,6,11383,Dernière minute,Long ( 8-20h ),607.0933333333334,0
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,22.75,6,11919,Dernière minute,Très long ( > 20h ),523.9120879120879,0
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,24.25,6,11919,Dernière minute,Très long ( > 20h ),491.50515463917526,0
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,6,11919,Dernière minute,Très long ( > 20h ),475.2392344497608,0
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,6,11919,Dernière minute,Très long ( > 20h ),457.0168711656442,0
GO_FIRST,G8-791,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.67,6,11794,Dernière minute,Long ( 8-20h ),803.9536468984322,0
Indigo,6E-6212,Bangalore,Morning,one,Evening,Hyderabad,Economy,6.17,7,10470,Dernière minute,Moyen ( 3-8h ),1696.9205834683955,0
Indigo,6E-6212,Bangalore,Morning,one,Night,Hyderabad,Economy,10.0,7,10470,Dernière minute,Long ( 8-20h ),1047.0,0
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.25,7,11205,Dernière minute,Moyen ( 3-8h ),1545.5172413793102,0
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9.0,7,11205,Dernière minute,Long ( 8-20h ),1245.0,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.0,7,11205,Dernière minute,Long ( 8-20h ),1120.5,0
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,7,11205,Dernière minute,Long ( 8-20h ),981.1733800350263,0
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,7,11205,Dernière minute,Long ( 8-20h ),896.4,0
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,7,11919,Dernière minute,Long ( 8-20h ),1415.5581947743467,0
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,10.17,7,11919,Dernière minute,Long ( 8-20h ),1171.976401179941,0
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,7,11919,Dernière minute,Long ( 8-20h ),999.9161073825503,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,7,11919,Dernière minute,Long ( 8-20h ),922.5232198142415,0
Air_India,AI-9547,Bangalore,Evening,one,Night,Hyderabad,Economy,26.58,7,11952,Dernière minute,Très long ( > 20h ),449.66139954853276,0
Air_India,AI-738,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,24.58,8,10744,Achat court terme,Très long ( > 20h ),437.1033360455655,0
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.25,8,11205,Achat court terme,Moyen ( 3-8h ),1545.5172413793102,0
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,8,11205,Achat court terme,Long ( 8-20h ),1330.7600950118765,0
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,9.0,8,11205,Achat court terme,Long ( 8-20h ),1245.0,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.0,8,11205,Achat court terme,Long ( 8-20h ),1120.5,0
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,10.17,8,11205,Achat court terme,Long ( 8-20h ),1101.7699115044247,0
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,8,11205,Achat court terme,Long ( 8-20h ),981.1733800350263,0
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,8,11205,Achat court terme,Long ( 8-20h ),940.01677852349,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,8,11205,Achat court terme,Long ( 8-20h ),867.2600619195047,0
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,8,11205,Achat court terme,Long ( 8-20h ),850.7972665148064,0
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,8,11205,Achat court terme,Long ( 8-20h ),751.005361930295,0
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.92,8,11205,Achat court terme,Long ( 8-20h ),703.8316582914573,0
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,22.75,8,11205,Achat court terme,Très long ( > 20h ),492.5274725274725,0
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,24.25,8,11205,Achat court terme,Très long ( > 20h ),462.0618556701031,0
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,25.08,8,11205,Achat court terme,Très long ( > 20h ),446.7703349282297,0
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,26.08,8,11205,Achat court terme,Très long ( > 20h ),429.6395705521473,0
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,8,11383,Achat court terme,Long ( 8-20h ),910.64,0
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.0,8,11383,Achat court terme,Long ( 8-20h ),813.0714285714286,0
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,8,11383,Achat court terme,Long ( 8-20h ),767.565745111261,0
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,8,11383,Achat court terme,Long ( 8-20h ),719.0777005685408,0
AirAsia,I5-818,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,13.83,8,11205,Achat court terme,Long ( 8-20h ),810.1952277657267,0
GO_FIRST,G8-791,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.67,8,11216,Achat court terme,Long ( 8-20h ),764.5535105657805,0
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,19.83,8,11919,Achat court terme,Long ( 8-20h ),601.0590015128594,0
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,8,11919,Achat court terme,Très long ( > 20h ),558.7904360056259,0
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,8,11919,Achat court terme,Très long ( > 20h ),537.6184032476319,0
Vistara,UK-820,Bangalore,Evening,one,Evening,Hyderabad,Economy,23.17,8,11919,Achat court terme,Très long ( > 20h ),514.4151920586966,0
Air_India,AI-9925,Bangalore,Evening,one,Night,Hyderabad,Economy,26.67,9,10429,Achat court terme,Très long ( > 20h ),391.03862017247843,0
Vistara,UK-816,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,9,11205,Achat court terme,Long ( 8-20h ),1330.7600950118765,0
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,10.17,9,11205,Achat court terme,Long ( 8-20h ),1101.7699115044247,0
Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,9,11205,Achat court terme,Long ( 8-20h ),981.1733800350263,0
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,11.92,9,11205,Achat court terme,Long ( 8-20h ),940.01677852349,0
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,9,11205,Achat court terme,Long ( 8-20h ),896.4,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,12.92,9,11205,Achat court terme,Long ( 8-20h ),867.2600619195047,0
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,9,11205,Achat court terme,Long ( 8-20h ),850.7972665148064,0
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.0,9,11205,Achat court terme,Long ( 8-20h ),800.3571428571429,0
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,9,11205,Achat court terme,Long ( 8-20h ),755.5630478759272,0
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.92,9,11205,Achat court terme,Long ( 8-20h ),751.005361930295,0
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,9,11205,Achat court terme,Long ( 8-20h ),707.8332280480101,0
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,15.92,9,11205,Achat court terme,Long ( 8-20h ),703.8316582914573,0
Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Economy,15.42,9,11383,Achat court terme,Long ( 8-20h ),738.1971465629053,0
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,9,11383,Achat court terme,Long ( 8-20h ),672.7541371158392,0
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,9,11383,Achat court terme,Long ( 8-20h ),641.2957746478874,0
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,9,11383,Achat court terme,Long ( 8-20h ),607.0933333333334,0
Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Economy,7.25,9,11919,Achat court terme,Moyen ( 3-8h ),1644.0,0
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.0,9,11919,Achat court terme,Long ( 8-20h ),1191.9,0
Indigo,6E-7204,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,7.17,10,10087,Achat court terme,Moyen ( 3-8h ),1406.8340306834032,0
Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,10,11205,Achat court terme,Long ( 8-20h ),896.4,0
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.0,10,11205,Achat court terme,Long ( 8-20h ),800.3571428571429,0
Vistara,UK-802,Bangalore,Evening,one,Morning,Hyderabad,Economy,14.83,10,11205,Achat court terme,Long ( 8-20h ),755.5630478759272,0
Vistara,UK-814,Bangalore,Night,one,Afternoon,Hyderabad,Economy,15.42,10,11205,Achat court terme,Long ( 8-20h ),726.6536964980545,0
Vistara,UK-820,Bangalore,Evening,one,Morning,Hyderabad,Economy,15.83,10,11205,Achat court terme,Long ( 8-20h ),707.8332280480101,0
Vistara,UK-818,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,16.92,10,11205,Achat court terme,Long ( 8-20h ),662.2340425531914,0
Vistara,UK-802,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,17.75,10,11205,Achat court terme,Long ( 8-20h ),631.2676056338029,0
Vistara,UK-820,Bangalore,Evening,one,Afternoon,Hyderabad,Economy,18.75,10,11205,Achat court terme,Long ( 8-20h ),597.6,0
Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Hyderabad,Economy,5.58,10,11383,Achat court terme,Moyen ( 3-8h ),2039.9641577060931,0
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,19.83,10,11383,Achat court terme,Long ( 8-20h ),574.0292486132123,0
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Economy,21.33,10,11383,Achat court terme,Très long ( > 20h ),533.6615096108767,0
Vistara,UK-802,Bangalore,Evening,one,Evening,Hyderabad,Economy,22.17,10,11383,Achat court terme,Très long ( > 20h ),513.4415877311682,0
Vistara,UK-814,Bangalore,Night,one,Evening,Hyderabad,Economy,22.75,10,11383,Achat court terme,Très long ( > 20h ),500.35164835164835,0
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,5,10893,Dernière minute,Moyen ( 3-8h ),2106.963249516441,0
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,5,10893,Dernière minute,Long ( 8-20h ),768.7367678193366,0
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,5,10893,Dernière minute,Long ( 8-20h ),684.2336683417085,0
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.17,5,10744,Dernière minute,Long ( 8-20h ),882.8266228430567,0
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.58,5,10744,Dernière minute,Très long ( > 20h ),437.1033360455655,0
Air_India,AI-9547,Bangalore,Evening,two_or_more,Early_Morning,Chennai,Economy,37.0,5,11637,Dernière minute,Très long ( > 20h ),314.5135135135135,0
Air_India,AI-9925,Bangalore,Evening,two_or_more,Early_Morning,Chennai,Economy,37.58,5,11637,Dernière minute,Très long ( > 20h ),309.6593932943055,0
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,6,10893,Dernière minute,Moyen ( 3-8h ),2106.963249516441,0
Air_India,AI-573,Bangalore,Afternoon,one,Night,Chennai,Economy,10.33,6,10744,Dernière minute,Long ( 8-20h ),1040.0774443368828,0
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.17,6,10744,Dernière minute,Long ( 8-20h ),882.8266228430567,0
Air_India,AI-748,Bangalore,Late_Night,one,Night,Chennai,Economy,20.5,6,10744,Dernière minute,Très long ( > 20h ),524.0975609756098,0
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.58,6,10744,Dernière minute,Très long ( > 20h ),437.1033360455655,0
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,6,11786,Dernière minute,Long ( 8-20h ),831.757233592096,0
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,6,11786,Dernière minute,Long ( 8-20h ),740.3266331658291,0
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,6,11786,Dernière minute,Long ( 8-20h ),700.2970885323828,0
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,17.42,6,11786,Dernière minute,Long ( 8-20h ),676.5786452353616,0
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Economy,26.33,6,11786,Dernière minute,Très long ( > 20h ),447.62628180782383,0
Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Economy,27.33,6,11786,Dernière minute,Très long ( > 20h ),431.2477131357483,0
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,7,11786,Dernière minute,Moyen ( 3-8h ),2279.690522243714,0
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,7,11786,Dernière minute,Long ( 8-20h ),831.757233592096,0
Air_India,AI-610,Bangalore,Evening,one,Early_Morning,Chennai,Economy,12.17,8,10744,Achat court terme,Long ( 8-20h ),882.8266228430567,0
Air_India,AI-748,Bangalore,Late_Night,one,Evening,Chennai,Economy,17.0,8,10744,Achat court terme,Long ( 8-20h ),632.0,0
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.58,8,10744,Achat court terme,Très long ( > 20h ),437.1033360455655,0
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,8,11786,Achat court terme,Moyen ( 3-8h ),2279.690522243714,0
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,8,11786,Achat court terme,Long ( 8-20h ),831.757233592096,0
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,8,11786,Achat court terme,Long ( 8-20h ),740.3266331658291,0
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,8,11786,Achat court terme,Long ( 8-20h ),700.2970885323828,0
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,17.42,8,11786,Achat court terme,Long ( 8-20h ),676.5786452353616,0
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Economy,26.33,8,11786,Achat court terme,Très long ( > 20h ),447.62628180782383,0
Vistara,UK-846,Bangalore,Morning,one,Morning,Chennai,Economy,27.33,8,11786,Achat court terme,Très long ( > 20h ),431.2477131357483,0
Vistara,UK-866,Bangalore,Night,one,Evening,Chennai,Economy,22.25,9,10893,Achat court terme,Très long ( > 20h ),489.5730337078652,0
Vistara,UK-850,Bangalore,Evening,one,Evening,Chennai,Economy,24.0,9,10893,Achat court terme,Très long ( > 20h ),453.875,0
Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Economy,24.92,9,10893,Achat court terme,Très long ( > 20h ),437.11878009630817,0
Vistara,UK-854,Bangalore,Evening,one,Evening,Chennai,Economy,25.5,9,10893,Achat court terme,Très long ( > 20h ),427.1764705882353,0
Air_India,AI-573,Bangalore,Afternoon,one,Night,Chennai,Economy,8.5,9,10744,Achat court terme,Long ( 8-20h ),1264.0,0
Air_India,AI-640,Bangalore,Early_Morning,one,Early_Morning,Chennai,Economy,24.58,9,10744,Achat court terme,Très long ( > 20h ),437.1033360455655,0
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,9,11786,Achat court terme,Moyen ( 3-8h ),2279.690522243714,0
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,9,11786,Achat court terme,Long ( 8-20h ),831.757233592096,0
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,9,11786,Achat court terme,Long ( 8-20h ),740.3266331658291,0
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,9,11786,Achat court terme,Long ( 8-20h ),700.2970885323828,0
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,17.42,9,11786,Achat court terme,Long ( 8-20h ),676.5786452353616,0
Air_India,AI-9876,Bangalore,Afternoon,two_or_more,Early_Morning,Chennai,Economy,40.75,9,11522,Achat court terme,Très long ( > 20h ),282.7484662576687,0
Vistara,UK-852,Bangalore,Morning,one,Night,Chennai,Economy,13.58,10,10358,Achat court terme,Long ( 8-20h ),762.7393225331369,0
Vistara,UK-866,Bangalore,Night,one,Morning,Chennai,Economy,14.17,10,10358,Achat court terme,Long ( 8-20h ),730.9809456598448,0
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,10,10358,Achat court terme,Long ( 8-20h ),650.6281407035176,0
Vistara,UK-864,Bangalore,Evening,one,Morning,Chennai,Economy,16.83,10,10358,Achat court terme,Long ( 8-20h ),615.4486036838979,0
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,17.42,10,10358,Achat court terme,Long ( 8-20h ),594.6039035591274,0
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Economy,23.33,10,10358,Achat court terme,Très long ( > 20h ),443.97771110158595,0
Vistara,UK-852,Bangalore,Morning,one,Evening,Chennai,Economy,10.42,10,10893,Achat court terme,Long ( 8-20h ),1045.3934740882917,0
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Chennai,Economy,13.25,10,10893,Achat court terme,Long ( 8-20h ),822.1132075471698,0
GO_FIRST,G8-320,Bangalore,Evening,one,Early_Morning,Chennai,Economy,11.67,10,10605,Achat court terme,Long ( 8-20h ),908.7403598971722,0
Air_India,AI-9501,Bangalore,Early_Morning,two_or_more,Early_Morning,Chennai,Economy,24.08,10,11417,Achat court terme,Très long ( > 20h ),474.1279069767442,0
Vistara,UK-858,Bangalore,Early_Morning,one,Morning,Chennai,Economy,5.17,10,11786,Achat court terme,Moyen ( 3-8h ),2279.690522243714,0
Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Economy,7.92,5,10090,Dernière minute,Moyen ( 3-8h ),1273.989898989899,0
Air_India,AI-9745,Kolkata,Morning,one,Night,Delhi,Economy,12.33,5,10112,Dernière minute,Long ( 8-20h ),820.1135442011355,0
Indigo,6E-261,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.42,5,10395,Dernière minute,Moyen ( 3-8h ),1619.1588785046729,0
SpiceJet,SG-337,Kolkata,Afternoon,one,Morning,Delhi,Economy,20.17,5,10557,Dernière minute,Très long ( > 20h ),523.4010907288051,0
Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.67,5,10720,Dernière minute,Très long ( > 20h ),417.60810284378647,0
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,5,10742,Dernière minute,Moyen ( 3-8h ),1741.004862236629,0
SpiceJet,SG-4027,Kolkata,Morning,one,Evening,Delhi,Economy,7.58,5,10898,Dernière minute,Moyen ( 3-8h ),1437.730870712401,0
Air_India,AI-9720,Kolkata,Early_Morning,one,Night,Delhi,Economy,13.17,6,10112,Dernière minute,Long ( 8-20h ),767.8056188306758,0
Air_India,AI-9720,Kolkata,Early_Morning,one,Night,Delhi,Economy,16.17,6,10112,Dernière minute,Long ( 8-20h ),625.3555967841681,0
Indigo,6E-375,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.33,6,10395,Dernière minute,Moyen ( 3-8h ),1642.1800947867298,0
Air_India,AI-721,Kolkata,Afternoon,one,Evening,Delhi,Economy,26.58,6,10522,Dernière minute,Très long ( > 20h ),395.8615500376223,0
Indigo,6E-496,Kolkata,Early_Morning,one,Evening,Delhi,Economy,9.25,6,10883,Dernière minute,Long ( 8-20h ),1176.5405405405406,0
Air_India,AI-9720,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.92,6,10890,Dernière minute,Moyen ( 3-8h ),1375.0,0
SpiceJet,SG-3229,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,24.42,6,10898,Dernière minute,Très long ( > 20h ),446.27354627354623,0
Air_India,AI-9929,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,8.5,6,11520,Dernière minute,Long ( 8-20h ),1355.2941176470588,0
Air_India,AI-9741,Kolkata,Early_Morning,one,Night,Delhi,Economy,16.17,6,11844,Dernière minute,Long ( 8-20h ),732.4675324675324,0
Indigo,6E-417,Kolkata,Afternoon,one,Night,Delhi,Economy,7.42,6,11860,Dernière minute,Moyen ( 3-8h ),1598.3827493261456,0
Indigo,6E-715,Kolkata,Morning,two_or_more,Evening,Delhi,Economy,7.92,6,11912,Dernière minute,Moyen ( 3-8h ),1504.0404040404042,0
Air_India,AI-745,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.33,6,11992,Dernière minute,Très long ( > 20h ),473.43071456770633,0
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,7,10742,Dernière minute,Moyen ( 3-8h ),1741.004862236629,0
Indigo,6E-895,Kolkata,Evening,one,Night,Delhi,Economy,4.08,7,10883,Dernière minute,Moyen ( 3-8h ),2667.401960784314,0
Indigo,6E-895,Kolkata,Evening,one,Night,Delhi,Economy,4.58,7,10883,Dernière minute,Moyen ( 3-8h ),2376.2008733624452,0
Indigo,6E-563,Kolkata,Morning,one,Evening,Delhi,Economy,8.92,7,10883,Dernière minute,Long ( 8-20h ),1220.067264573991,0
Air_India,AI-732,Kolkata,Afternoon,one,Night,Delhi,Economy,7.92,7,11035,Dernière minute,Moyen ( 3-8h ),1393.3080808080808,0
Air_India,AI-9745,Kolkata,Morning,one,Evening,Delhi,Economy,28.67,7,11214,Dernière minute,Très long ( > 20h ),391.1405650505755,0
Air_India,AI-732,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.67,7,11665,Dernière minute,Très long ( > 20h ),454.42150370081805,0
Air_India,AI-729,Kolkata,Morning,one,Evening,Delhi,Economy,8.83,7,11844,Dernière minute,Long ( 8-20h ),1341.3363533408833,0
Air_India,AI-9755,Kolkata,Morning,one,Evening,Delhi,Economy,10.0,7,11844,Dernière minute,Long ( 8-20h ),1184.4,0
Air_India,AI-9741,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.75,7,11844,Dernière minute,Long ( 8-20h ),928.9411764705883,0
Indigo,6E-139,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,6.75,7,11860,Dernière minute,Moyen ( 3-8h ),1757.037037037037,0
Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,8,10059,Achat court terme,Court ( < 3h ),4023.6,1
Air_India,AI-9929,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,8.5,8,10102,Achat court terme,Long ( 8-20h ),1188.4705882352941,0
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,8,10112,Achat court terme,Moyen ( 3-8h ),1638.8978930307942,0
Indigo,6E-394,Kolkata,Afternoon,one,Night,Delhi,Economy,8.33,8,10112,Achat court terme,Long ( 8-20h ),1213.9255702280911,0
Air_India,AI-9720,Kolkata,Early_Morning,one,Afternoon,Delhi,Economy,7.92,8,10470,Achat court terme,Moyen ( 3-8h ),1321.969696969697,0
Air_India,AI-721,Kolkata,Afternoon,one,Evening,Delhi,Economy,26.58,8,10522,Achat court terme,Très long ( > 20h ),395.8615500376223,0
Air_India,AI-9720,Kolkata,Early_Morning,one,Evening,Delhi,Economy,8.5,8,10584,Achat court terme,Long ( 8-20h ),1245.1764705882354,0
Indigo,6E-417,Kolkata,Afternoon,one,Night,Delhi,Economy,7.42,8,10883,Achat court terme,Moyen ( 3-8h ),1466.711590296496,0
Air_India,AI-745,Kolkata,Afternoon,one,Afternoon,Delhi,Economy,25.33,8,11152,Achat court terme,Très long ( > 20h ),440.268456375839,0
Indigo,6E-811,Kolkata,Morning,one,Evening,Delhi,Economy,7.08,8,11370,Achat court terme,Moyen ( 3-8h ),1605.9322033898304,0
